,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
46608,gdb_46609,C1CC(=O)C2=C1NCC2,2.93012,1.53222,1.03496,5.4078,82.01,-0.2037,-0.0093,0.1944,1131.4645,0.150765,-402.002314,-401.994661,-401.993717,-402.034635,29.356
17211,gdb_17212,C1NC11CN2CCC12,4.3134,1.79883,1.56046,2.3043,71.21,-0.213,0.0642,0.2772,868.496,0.155769,-343.904609,-343.897788,-343.896844,-343.935754,26.816
130252,gdb_130253,c1(c(=O)onc(n1)N)N,3.23585,1.50459,1.02807,4.7246,65.64,-0.2302,-0.0629,0.1674,1056.4458,0.09035,-486.087227,-486.07949,-486.078546,-486.119272,29.356
44258,gdb_44259,O=C1CN2C1CCC2=O,3.08338,1.48471,1.11928,2.4135,69.41,-0.2559,-0.0411,0.2148,1052.7643,0.125551,-437.923684,-437.916343,-437.915399,-437.955931,27.716
93067,gdb_93068,CC1CC=CNC(=O)C1,2.17543,1.56389,0.96035,2.9814,82.94,-0.2164,0.0002,0.2166,1239.0435,0.173094,-403.203617,-403.195063,-403.194119,-403.236829,32.939
17904,gdb_17905,O=C1C2CCC1CC2,2.76187,2.29629,2.12606,2.8325,69.79,-0.2282,-0.006,0.2223,786.7764,0.157572,-347.842982,-347.836501,-347.835557,-347.873518,25.918
22165,gdb_22166,CCOCCC(=NO)C,5.38039,0.5214,0.50309,1.1652,84.26,-0.2419,0.0131,0.255,2234.616,0.190461,-441.445849,-441.434422,-441.433477,-441.484006,39.353
4000,gdb_4001,CC#CC(=NO)C#C,3.74173,1.12319,0.86856,0.8254,78.37,-0.2297,-0.051,0.1787,1266.4262,0.091713,-361.359729,-361.350685,-361.34974,-361.394687,30.82
68611,gdb_68612,OC12CC(OC1)C21CO1,2.41952,1.87038,1.50435,0.7289,67.49,-0.2387,0.0612,0.2999,933.8856,0.135911,-458.902915,-458.895504,-458.89456,-458.934397,29.638
73454,gdb_73455,CC12OCC3CC1C23O,2.2233,1.95589,1.56582,0.975,74.35,-0.2172,0.0646,0.2817,965.666,0.15924,-422.99593,-422.9879,-422.986956,-423.027857,31.884
19985,gdb_19986,C#CC1NC1C1CO1,3.83432,1.39143,1.12747,2.4175,67.89,-0.2493,0.029,0.2783,1034.7703,0.11763,-362.568175,-362.560497,-362.559553,-362.600682,28.171
16425,gdb_16426,CC12C(O)C3C1CC23,3.27529,2.20381,1.66877,1.4608,71.71,-0.2486,0.0724,0.321,835.6652,0.153812,-347.731744,-347.724556,-347.723612,-347.762605,28.623
133869,gdb_133870,C1C2C3CC4OC2C13O4,3.2299,2.02454,1.96007,1.7397,70.28,-0.2505,0.071,0.3215,801.6841,0.139275,-421.7415,-421.735945,-421.735001,-421.770998,24.855
53516,gdb_53517,CC#CCC(C)NC=O,2.66796,0.81275,0.65357,3.8838,85.47,-0.2462,0.0296,0.2758,1737.9429,0.16852,-403.160538,-403.149568,-403.148624,-403.198464,37.562
62899,gdb_62900,C#CC1C2OC1C2(C)C,4.00566,1.14937,0.99961,2.1001,83.2,-0.2433,0.0403,0.2836,1229.9387,0.156277,-385.784945,-385.776036,-385.775091,-385.817926,34.726
126407,gdb_126408,CCc1cc([nH]n1)C#C,4.90708,0.88435,0.79268,1.3186,87.12,-0.2301,-0.018,0.2121,1448.4713,0.136321,-380.873053,-380.864265,-380.863321,-380.907307,32.315
27011,gdb_27012,Cc1c([nH]c(=O)[nH]1)C#C,2.90098,1.31029,0.90772,3.5459,80.1,-0.1933,-0.0088,0.1844,1211.7392,0.112284,-416.849365,-416.840683,-416.839739,-416.882477,32.195
89055,gdb_89056,CC1CC1OCC1CO1,3.88167,0.76038,0.70965,2.2787,80.35,-0.2461,0.0836,0.3297,1670.6049,0.18044,-424.175816,-424.166105,-424.16516,-424.211783,34.931
61789,gdb_61790,OC(CC=O)C(O)C#N,4.07684,0.79619,0.7511,3.4548,66.68,-0.26,-0.031,0.2289,1468.857,0.120876,-475.028232,-475.01828,-475.017336,-475.064014,34.204
102013,gdb_102014,CCN(C=O)C(=O)C=O,2.10593,1.52709,0.94296,3.8761,68.46,-0.2542,-0.0965,0.1577,1201.5784,0.121252,-475.062787,-475.053164,-475.05222,-475.098462,32.625
77264,gdb_77265,CC1C(OC=O)C1C#N,2.20794,1.31622,1.0331,5.9581,70.8,-0.2901,-0.0144,0.2757,1192.532,0.122354,-437.903886,-437.894703,-437.893758,-437.938642,31.749
9263,gdb_9264,CCC(C)CCC#C,5.44375,0.7751,0.713,0.8848,85.01,-0.2565,0.0595,0.316,1630.7838,0.197523,-313.049846,-313.039472,-313.038528,-313.085572,37.291
25557,gdb_25558,N=COCC1=CN=CN1,4.2616,0.92881,0.82534,5.7162,72.93,-0.2299,0.0107,0.2407,1355.9826,0.125989,-434.090763,-434.082492,-434.081547,-434.125484,29.082
93773,gdb_93774,CC1COC(C)=NC1C,2.33562,1.46536,1.10979,1.6253,83.53,-0.2374,0.0306,0.2679,1221.1846,0.194145,-404.384455,-404.374906,-404.373962,-404.418394,36.043
54500,gdb_54501,NC(=O)C12OC1CC2=O,2.67207,1.64075,1.11585,2.4945,63.31,-0.252,-0.0464,0.2056,1029.4601,0.099546,-473.826905,-473.818867,-473.817923,-473.859873,29.49
60417,gdb_60418,CC(O)COC1CCC1,4.62965,0.69368,0.62939,2.1883,83.71,-0.2551,0.0805,0.3355,1841.9705,0.204584,-425.412969,-425.40285,-425.401906,-425.449033,37.215
7362,gdb_7363,CCCC(C)C(C)=O,3.70959,0.97827,0.89223,2.5564,79.02,-0.2371,-0.0072,0.2299,1422.9802,0.1971,-350.240559,-350.229949,-350.229005,-350.277199,36.895
10807,gdb_10808,CC1=CNC(=O)OC1,5.25743,1.52995,1.21821,4.6334,65.1,-0.2198,0.0038,0.2236,956.1229,0.119915,-399.85579,-399.848363,-399.847419,-399.887684,27.063
47762,gdb_47763,O=C1CCCNC1C#C,1.99851,1.67129,1.24116,2.4894,77.74,-0.2184,-0.0241,0.1943,1090.7836,0.148344,-401.930697,-401.922272,-401.921328,-401.963789,32.199
95017,gdb_95018,CC1COC2C3NC3C12,2.49435,1.88191,1.42439,2.4349,76.88,-0.2189,0.072,0.291,991.8161,0.17343,-403.103148,-403.095644,-403.0947,-403.134846,30.314
78840,gdb_78841,OC1C2C3C1C(C=O)N23,2.86341,1.57839,1.219,1.4199,67.48,-0.2474,-0.0349,0.2125,1006.8209,0.123537,-437.805971,-437.798386,-437.797442,-437.838327,28.692
21732,gdb_21733,c1c2c(no1)ocn2,5.63395,2.32031,1.64346,2.0649,53.32,-0.2603,-0.052,0.2083,675.3669,0.063339,-413.438627,-413.433766,-413.432822,-413.467572,18.712
17596,gdb_17597,CC(=O)C(=O)C1CN1,4.36415,1.38553,1.14532,1.6006,63.84,-0.2488,-0.0913,0.1575,1031.2248,0.117206,-399.803402,-399.795075,-399.794131,-399.837189,28.627
119989,gdb_119990,CN1C(CO)C1CCO,3.06611,0.77972,0.7385,1.5062,79.42,-0.219,0.0685,0.2875,1633.3427,0.192011,-441.431957,-441.420996,-441.420051,-441.468748,38.686
94258,gdb_94259,OC1COC1(C=O)C#C,2.20065,1.48474,1.32296,1.5859,68.82,-0.2542,-0.0599,0.1943,1041.918,0.109445,-457.702768,-457.694035,-457.693091,-457.736299,31.808
101469,gdb_101470,CC(CO)C1CCOC1,3.3721,0.89776,0.74585,1.5332,81.64,-0.2394,0.0736,0.313,1551.1598,0.205677,-425.428109,-425.417967,-425.417023,-425.464007,36.689
69074,gdb_69075,CC12CC1(CC=C2)C=O,2.6532,1.62214,1.22421,2.7197,81.99,-0.2393,-0.0243,0.215,1063.1654,0.158803,-385.910526,-385.902269,-385.901325,-385.942804,32.33
121182,gdb_121183,CCCN1CCC1C#N,2.75768,0.89979,0.72088,4.4012,84.88,-0.2376,0.0159,0.2535,1614.5355,0.182386,-383.265714,-383.256006,-383.255062,-383.301084,34.88
54444,gdb_54445,NC(=O)C12CC1C(=O)N2,3.38924,1.23655,1.05593,3.5954,66.82,-0.2502,-0.0155,0.2347,1112.3271,0.112229,-453.96245,-453.954197,-453.953253,-453.995739,30.777
34965,gdb_34966,N#CC1C2NC3CN1C23,3.22369,1.60707,1.52883,5.1767,71.61,-0.2369,0.0082,0.2452,910.8963,0.127109,-396.852368,-396.84574,-396.844796,-396.883383,26.485
34032,gdb_34033,C#CC12COCCC1O2,3.37931,1.34039,1.10692,1.0987,74.98,-0.2537,0.0188,0.2725,1103.9062,0.135731,-421.77505,-421.76716,-421.766216,-421.807304,30.625
52522,gdb_52523,CC#CC(=O)C1(C)CN1,3.35261,0.93347,0.78877,3.8159,84.89,-0.2496,-0.0569,0.1927,1483.7969,0.145185,-401.922119,-401.91201,-401.911066,-401.959094,34.953
40277,gdb_40278,C1NC11CCOCC=C1,3.033,1.35856,1.05386,1.511,83.31,-0.2263,0.0097,0.2359,1174.5232,0.173205,-403.120478,-403.112505,-403.111561,-403.153136,31.41
24555,gdb_24556,c1ccnccc[nH]c1,2.09068,1.91663,1.07411,3.8711,93.4,-0.1928,-0.0223,0.1705,1107.8168,0.139319,-380.862203,-380.85459,-380.853645,-380.894531,29.363
14312,gdb_14313,N=C1OC2CCC2=C1,5.51523,1.73093,1.43144,3.8214,71.32,-0.2383,-0.0316,0.2067,854.939,0.120989,-362.654558,-362.648378,-362.647433,-362.684746,24.47
30798,gdb_30799,Cc1cc(c([nH]1)CO)O,2.26515,1.31583,0.87031,2.3424,77.87,-0.1827,0.0353,0.218,1324.1153,0.1469,-439.118923,-439.109122,-439.108177,-439.154131,35.127
69629,gdb_69630,OC12CC1C1(NC21)C#N,3.62377,1.20425,1.16296,4.3267,71.28,-0.2364,0.0025,0.2389,1075.4293,0.11215,-416.724312,-416.716743,-416.715798,-416.756141,29.701
23918,gdb_23919,CN1CC1C(F)(F)F,3.35649,1.69412,1.49481,1.2894,51.0,-0.2458,0.0851,0.3309,854.6665,0.10319,-510.196408,-510.188808,-510.187864,-510.22864,27.464
124031,gdb_124032,C1OC1C1=NC=NN=N1,4.81045,1.21192,1.03398,3.3087,66.9,-0.2597,-0.0968,0.1629,1081.1346,0.089633,-448.869148,-448.862169,-448.861224,-448.901321,24.862
72443,gdb_72444,CC12COC(O1)C1CC21,2.39696,2.22303,1.54619,1.858,73.03,-0.2478,0.0843,0.3321,924.7799,0.161347,-423.024541,-423.017538,-423.016594,-423.055416,29.32
15385,gdb_15386,CCCN1CC1C#N,3.74821,1.13936,0.94471,3.1871,73.76,-0.2559,0.013,0.2689,1249.4504,0.15337,-343.971384,-343.962725,-343.961781,-344.005081,30.858
103491,gdb_103492,CCC1(O)C2CCCC12,2.44368,1.34334,1.15753,1.3933,84.57,-0.2421,0.0701,0.3121,1220.8392,0.206375,-388.293631,-388.284286,-388.283342,-388.327529,36.233
92217,gdb_92218,CC1OC2OC3CC2C13,3.2189,1.71914,1.60766,2.4049,73.32,-0.2394,0.088,0.3274,926.9257,0.162061,-423.017867,-423.011166,-423.010221,-423.048631,28.117
128804,gdb_128805,COCc1ncnnn1,3.92571,1.14679,0.98039,1.8255,68.99,-0.2571,-0.0967,0.1604,1182.2985,0.112261,-450.080505,-450.072288,-450.071343,-450.114812,28.092
86354,gdb_86355,CC1OC(C)C1CC#N,2.54468,1.19337,0.9099,3.0808,79.15,-0.2556,0.0324,0.288,1314.1163,0.169784,-403.157218,-403.147591,-403.146646,-403.192203,34.907
118087,gdb_118088,CC1(CO1)C(O)CCO,3.17952,0.87779,0.76119,1.4617,74.89,-0.2591,0.0804,0.3395,1536.2755,0.17997,-461.337581,-461.327257,-461.326312,-461.373211,37.762
98404,gdb_98405,CC1CC1(O)C(=O)CO,3.30666,0.98834,0.87706,3.5448,73.7,-0.2361,-0.01,0.2261,1379.3504,0.155491,-460.156524,-460.146328,-460.145384,-460.191714,36.969
101132,gdb_101133,OCC(O)C12CC1CC2,3.41742,1.02248,0.89845,2.0989,78.46,-0.2467,0.0604,0.3071,1355.0165,0.18237,-424.188997,-424.179851,-424.178907,-424.223254,35.007
36841,gdb_36842,C(N1CC1)C12CC(C1)C2,4.16968,0.99354,0.95425,1.0422,87.3,-0.2312,0.0918,0.323,1344.1483,0.195555,-367.128972,-367.120805,-367.119861,-367.162382,32.125
58024,gdb_58025,CC(O)C(C#C)C(C)=O,1.89828,1.53323,0.90503,2.9582,77.99,-0.2496,-0.033,0.2167,1298.4857,0.154897,-423.016994,-423.006548,-423.005604,-423.052932,37.804
67247,gdb_67248,CC12C3OC1C1(CC1)C23,3.04726,1.54632,1.28687,1.9277,79.63,-0.2243,0.0799,0.3043,1054.7274,0.158853,-385.805051,-385.797337,-385.796392,-385.836916,30.945
22799,gdb_22800,ON=C1CCCOC1=N,2.75283,1.45385,1.01521,3.021,75.08,-0.2465,-0.0335,0.213,1147.8429,0.137022,-455.112187,-455.104055,-455.103111,-455.145373,30.683
73833,gdb_73834,CC1=C(C)C2CC2OC1,2.34694,1.65469,1.09754,1.3016,85.55,-0.2103,0.026,0.2363,1172.1119,0.182438,-387.087174,-387.078237,-387.077293,-387.120502,34.308
7514,gdb_7515,CC1CC1(O)CC#C,5.02444,1.18785,1.12962,0.9472,74.1,-0.2484,0.0435,0.2919,1114.8824,0.150873,-347.759513,-347.750495,-347.74955,-347.792781,33.713
8948,gdb_8949,CCC(C)C(O)CC,3.68315,1.05967,0.87925,1.3573,81.97,-0.2603,0.0736,0.3339,1420.1394,0.221044,-351.419173,-351.408367,-351.407423,-351.45485,39.25
942,gdb_943,c1c(cncn1)N,6.01047,2.73055,1.88051,3.7857,58.89,-0.2275,-0.0332,0.1943,629.4268,0.093496,-319.606765,-319.601195,-319.600251,-319.635829,21.137
74682,gdb_74683,CC1=CC2CC(=O)C2C1,3.0552,1.3017,1.1155,2.6816,81.8,-0.2366,-0.017,0.2196,1161.8285,0.159388,-385.92246,-385.914374,-385.91343,-385.955286,31.279
25391,gdb_25392,c1cnc(=O)[nH]c1C=O,3.11886,1.38649,0.95981,5.4881,71.33,-0.2558,-0.1143,0.1415,1110.3101,0.090875,-452.81868,-452.811573,-452.810629,-452.850751,25.976
41061,gdb_41062,C1OC23CN4C5C2C5C134,3.36115,2.16986,1.9373,1.0426,69.5,-0.2102,0.0382,0.2484,772.7973,0.12613,-400.574233,-400.568538,-400.567594,-400.603817,24.84
97326,gdb_97327,CN=CNC(=O)C(C)O,4.37623,0.69859,0.62871,2.2761,80.56,-0.2573,-0.0243,0.233,1792.6037,0.157214,-456.383962,-456.373645,-456.372701,-456.420008,36.338
41574,gdb_41575,C1OC2C1C1CC2CO1,2.8882,1.84241,1.79364,2.131,72.59,-0.2435,0.0802,0.3237,881.4117,0.163534,-423.012612,-423.006322,-423.005378,-423.04302,26.732
60141,gdb_60142,CC(C)OC1C2COC12,3.39693,1.02799,0.96521,2.6422,79.05,-0.2277,0.0732,0.3009,1340.9739,0.180504,-424.169768,-424.160463,-424.159519,-424.204597,34.635
88083,gdb_88084,CC1OC11CCN2CC12,3.44545,1.24111,1.14535,2.6232,78.6,-0.234,0.0804,0.3143,1163.1252,0.17162,-403.11708,-403.108981,-403.108037,-403.149535,31.879
131251,gdb_131252,c1c(n2cnoc2n1)O,3.51174,1.7608,1.17277,4.7967,61.27,-0.2153,-0.0266,0.1886,925.0066,0.079405,-468.788449,-468.781865,-468.780921,-468.819503,24.656
115345,gdb_115346,COC1CCC(C)C1C,3.05313,1.06777,0.90699,1.0566,88.78,-0.2442,0.0747,0.3188,1431.0326,0.228791,-389.5042,-389.493853,-389.492909,-389.539309,38.717
85168,gdb_85169,CC1CC(=O)C1N1CC1,2.34789,1.53695,1.13504,1.6205,79.44,-0.216,-0.0238,0.1921,1150.7353,0.169796,-403.122319,-403.113338,-403.112394,-403.156386,33.566
113686,gdb_113687,COC(=O)C1OC1CO,2.79825,1.02976,0.88129,1.1817,66.04,-0.2694,-0.0106,0.2589,1346.5413,0.133652,-496.095204,-496.085542,-496.084598,-496.130897,33.131
18557,gdb_18558,O=C1CC2CCOC12,3.57211,2.06859,1.63196,3.4637,63.67,-0.2291,-0.0334,0.1957,812.3256,0.131703,-383.748414,-383.741782,-383.740838,-383.77958,25.401
97346,gdb_97347,CN=CNC(=O)NC=O,7.61443,0.61982,0.5752,4.635,76.77,-0.2563,-0.0308,0.2254,1851.9408,0.122815,-471.26195,-471.252148,-471.251203,-471.298091,32.983
127174,gdb_127175,CN(C=O)c1ccno1,4.421,1.09555,0.88745,1.4559,71.69,-0.2377,-0.0283,0.2094,1222.8707,0.112814,-453.960085,-453.951931,-453.950986,-453.994042,28.662
127612,gdb_127613,Cn1c2ccoc2cn1,3.55932,1.64774,1.13441,2.5886,74.04,-0.216,-0.0046,0.2113,1010.1472,0.115563,-416.82406,-416.816985,-416.816041,-416.856325,26.401
108276,gdb_108277,CCC12CCC1C(=O)N2,2.78995,1.32485,1.05615,3.9401,79.33,-0.2392,0.0299,0.2691,1204.8314,0.171281,-403.167086,-403.158417,-403.157473,-403.200434,33.181
124207,gdb_124208,CC(=N)Nc1cnoc1,4.96092,0.96414,0.81134,5.5331,73.82,-0.2153,-0.0038,0.2116,1353.6269,0.124918,-434.065911,-434.057477,-434.056533,-434.099802,30.435
88577,gdb_88578,CC1OC1C1=NCCO1,3.64756,1.08804,0.99054,2.6487,74.27,-0.245,0.0066,0.2516,1257.4597,0.147808,-439.08215,-439.073632,-439.072688,-439.116287,30.535
20187,gdb_20188,C1C2C3OCOC1C23,3.42015,2.72079,2.06166,1.6854,62.29,-0.2369,0.0834,0.3203,703.7231,0.133679,-383.695614,-383.689892,-383.688948,-383.725213,23.532
28831,gdb_28832,NC1=CC=NC(=N)N=C1,3.10031,1.48712,1.15489,6.3174,79.84,-0.2298,-0.0688,0.161,1044.6011,0.114923,-413.002618,-412.995107,-412.994163,-413.03446,29.125
57281,gdb_57282,CC(O)(C#C)C1CCO1,2.22713,1.42789,1.24907,2.1217,76.21,-0.2439,0.0315,0.2754,1130.3744,0.156164,-422.968865,-422.959094,-422.95815,-423.003322,36.098
46326,gdb_46327,O=C1COC11CCOC1,3.06637,1.3117,1.19384,1.0319,68.73,-0.2522,-0.0375,0.2147,1085.1168,0.135764,-458.959851,-458.95195,-458.951006,-458.993112,29.102
92027,gdb_92028,OC1CC2CC2C2CC12,2.72222,1.57271,1.18637,1.4608,80.82,-0.2427,0.071,0.3137,1096.8807,0.185302,-387.071619,-387.063896,-387.062952,-387.103323,32.175
58813,gdb_58814,CC(C)C12CC1C1CC21,3.11644,1.25792,1.08632,0.4187,88.61,-0.2034,0.0828,0.2863,1242.7441,0.205262,-351.091216,-351.08227,-351.081326,-351.124443,35.936
100163,gdb_100164,CCC(O)(C=O)C#CC,2.47684,0.94763,0.85692,3.5632,82.27,-0.2446,-0.0329,0.2117,1491.3588,0.154001,-423.011152,-422.999777,-422.998833,-423.048882,38.691
58948,gdb_58949,CC(C)C12OCC1C2O,2.5938,1.36047,1.13353,1.7388,77.86,-0.232,0.059,0.2909,1189.1701,0.180941,-424.186543,-424.177112,-424.176168,-424.220548,35.79
90566,gdb_90567,CN1CC2C(NC=O)C12,2.73674,1.35905,1.13039,3.5325,76.77,-0.205,0.0247,0.2297,1138.5155,0.159218,-419.174085,-419.165208,-419.164264,-419.209072,32.385
115748,gdb_115749,CCC1COC1CC#N,3.62927,0.85876,0.73776,5.7435,79.86,-0.2617,0.0328,0.2944,1549.4452,0.170291,-403.148912,-403.139227,-403.138283,-403.184863,34.082
75423,gdb_75424,CC1=CCNC(=O)CC1,2.88056,1.24458,0.96603,3.6783,81.7,-0.2356,0.013,0.2485,1263.4459,0.172473,-403.199132,-403.190318,-403.189374,-403.232831,33.466
60589,gdb_60590,CC(C1CO1)C1CCO1,3.43764,1.02316,0.86997,2.4912,78.59,-0.2445,0.0769,0.3214,1384.2992,0.181726,-424.184089,-424.17476,-424.173816,-424.21914,33.806
102417,gdb_102418,CNC(=NCC=O)OC,3.37207,0.78732,0.68488,4.705,77.59,-0.2266,-0.0122,0.2144,1652.6962,0.155774,-456.340725,-456.329573,-456.328629,-456.380342,36.228
128583,gdb_128584,COc1ccn[nH]c1=O,2.77686,1.54107,0.99737,4.0583,72.67,-0.2243,-0.0441,0.1802,1120.9251,0.11456,-453.975162,-453.967553,-453.966609,-454.00742,28.323
105094,gdb_105095,COC1(CC1)C1NC1C,2.27097,1.35285,1.17082,1.8072,83.13,-0.2313,0.0697,0.3011,1220.5376,0.192912,-404.296371,-404.286616,-404.285672,-404.330845,36.82
51728,gdb_51729,O=CCC1CCC11CC1,3.21817,0.96259,0.82619,2.6978,84.05,-0.2464,-0.0194,0.227,1435.6681,0.181133,-387.075662,-387.066408,-387.065464,-387.110908,34.101
124949,gdb_124950,Cc1c(cn[nH]1)N2CC2,2.94296,1.3568,1.0076,1.4268,79.75,-0.2197,0.0256,0.2452,1190.8197,0.149136,-398.118261,-398.109847,-398.108903,-398.152297,30.947
32506,gdb_32507,C#Cc1c[nH]cc1CO,2.17115,1.50548,0.89396,1.3422,80.76,-0.203,0.0167,0.2197,1234.4289,0.124018,-400.748641,-400.739772,-400.738828,-400.782857,32.654
10072,gdb_10073,COC(CO)CC#C,3.42501,1.24877,0.97967,1.6774,70.18,-0.2509,0.0454,0.2963,1184.634,0.150725,-384.889961,-384.880307,-384.879363,-384.924869,33.995
60893,gdb_60894,OC(C=O)C12CC(C1)O2,3.36858,1.21768,1.08648,1.6725,69.05,-0.2484,-0.0423,0.2061,1131.552,0.134111,-458.895474,-458.887311,-458.886367,-458.9289,30.563
93273,gdb_93274,CC1COC(=N)C1(C)O,2.26219,1.6563,1.22004,2.4754,75.55,-0.2663,0.0221,0.2884,1102.3709,0.170458,-440.316082,-440.306875,-440.305931,-440.349396,35.349
121945,gdb_121946,COCCC(C)C1CO1,3.9869,0.62634,0.56794,1.5601,83.42,-0.2545,0.0851,0.3396,1990.4476,0.203184,-425.394779,-425.383914,-425.382969,-425.431932,38.02
125786,gdb_125787,Cc1c2c(on1)C=CC2,3.36194,1.56883,1.08401,3.7097,78.03,-0.2214,-0.0331,0.1883,1072.1285,0.125673,-400.757441,-400.750234,-400.74929,-400.789024,27.873
131418,gdb_131419,c1(=O)c(=O)onc(o1)O,3.19293,1.5496,1.04328,4.1267,51.96,-0.2891,-0.0988,0.1903,994.6623,0.052646,-545.705155,-545.698062,-545.697117,-545.737396,25.291
14111,gdb_14112,CC(=O)C12CCC1O2,3.98071,1.7498,1.37282,2.1892,65.94,-0.2498,-0.0277,0.2221,911.2866,0.128682,-383.725313,-383.717564,-383.71662,-383.757679,28.249
82943,gdb_82944,CC1N2CC3NC3C12C,2.1129,1.85049,1.48343,2.1091,82.11,-0.2091,0.0723,0.2814,1041.2086,0.183584,-383.223228,-383.214857,-383.213912,-383.255491,33.438
132335,gdb_132336,c1c(nc(oc1=O)F)O,2.02986,1.91182,0.98453,3.3223,57.13,-0.2594,-0.0558,0.2036,1043.353,0.065607,-533.863052,-533.856209,-533.855265,-533.894642,25.408
35955,gdb_35956,N#CC1OCCCC=C1,3.29409,1.19543,0.92119,5.2238,78.33,-0.2662,-0.0186,0.2475,1246.0058,0.14881,-401.955942,-401.94775,-401.946806,-401.98932,30.824
64201,gdb_64202,CC1(O)CCC11CCO1,2.44783,1.49064,1.37441,2.4374,78.29,-0.2309,0.0672,0.2981,1090.8924,0.180828,-424.198803,-424.189584,-424.18864,-424.232538,35.368
37979,gdb_37980,C1C2C3CCCOC2C13,2.94602,1.70299,1.29764,1.2788,82.33,-0.2381,0.0897,0.3278,1038.1867,0.186514,-387.042821,-387.035868,-387.034924,-387.073898,29.335
88181,gdb_88182,CC1CC11COCC=C1,3.3053,1.19513,1.04409,1.3062,86.45,-0.2266,0.0236,0.2502,1242.7768,0.1834,-387.084682,-387.076168,-387.075224,-387.117596,33.296
5469,gdb_5470,C#Cc1c(nco1)O,3.76153,1.96987,1.29283,0.7686,64.03,-0.2161,-0.0269,0.1892,847.4663,0.072117,-397.397876,-397.391214,-397.39027,-397.428664,24.694
21197,gdb_21198,CNc1ncnnn1,5.52419,1.68261,1.30023,4.7118,63.79,-0.2392,-0.0722,0.1671,881.1409,0.096865,-390.94945,-390.94229,-390.941346,-390.981734,24.536
108800,gdb_108801,CCC1=CC(C)C(=O)C1,3.17852,1.01559,0.82462,2.7663,86.06,-0.2367,-0.014,0.2227,1461.2212,0.181228,-387.138297,-387.12864,-387.127696,-387.173385,35.455
5596,gdb_5597,c1nc(c(o1)N)CO,3.55861,1.91375,1.2978,2.3705,60.07,-0.1997,0.0169,0.2167,885.0096,0.108767,-415.880932,-415.873645,-415.872701,-415.912534,26.931
33946,gdb_33947,C#CC12OC1CN1CC21,3.48504,1.4354,1.24716,0.9316,74.97,-0.2326,0.0108,0.2433,1018.3986,0.124265,-400.666486,-400.659266,-400.658322,-400.697895,28.972
114589,gdb_114590,OCC1CC2OC12C#N,2.76027,1.21305,0.97507,3.6272,70.46,-0.2783,-0.0051,0.2731,1200.701,0.123292,-437.847541,-437.839063,-437.838119,-437.881066,30.832
124636,gdb_124637,CC(C)Nc1cn[nH]n1,4.29227,0.90674,0.85483,1.5757,78.31,-0.2042,0.0076,0.2119,1412.7652,0.160771,-415.394696,-415.385666,-415.384722,-415.429098,33.223
25158,gdb_25159,N=C1OC=CN1CC#N,3.24739,1.23871,0.97029,3.502,68.83,-0.2111,0.0094,0.2205,1148.7748,0.101694,-432.890739,-432.882837,-432.881893,-432.924632,28.321
71926,gdb_71927,OC12CC3OC(C13)C2=O,2.72915,1.99875,1.40849,2.2607,64.63,-0.2414,-0.0349,0.2065,893.0824,0.112549,-457.719275,-457.712372,-457.711428,-457.750423,27.35
7877,gdb_7878,CC1=CC(=O)OC1=N,3.88545,1.87922,1.27651,3.0177,64.48,-0.2832,-0.086,0.1972,887.5829,0.095872,-398.668909,-398.661936,-398.660992,-398.700268,25.277
72046,gdb_72047,CC12CC3NC1C23C#N,2.44765,1.65479,1.27903,3.22,78.78,-0.2339,0.0096,0.2434,1032.8038,0.137413,-380.822073,-380.814411,-380.813467,-380.854142,29.671
49472,gdb_49473,O=CC1C2NC(C#N)C12,2.27595,1.52863,1.07615,6.5925,70.25,-0.2384,-0.0281,0.2103,1096.5586,0.112621,-416.767208,-416.759334,-416.758389,-416.800196,28.834
125957,gdb_125958,CC1CCC2=NOC=C12,2.93028,1.56502,1.07115,3.53,77.19,-0.2501,-0.0083,0.2418,1112.0324,0.149972,-401.958241,-401.950819,-401.949875,-401.990105,29.04
49239,gdb_49240,O=CC1=CNC2CC2C1,3.57934,1.20681,0.98602,5.5796,83.02,-0.2071,-0.0205,0.1865,1192.2644,0.150008,-401.969797,-401.962081,-401.961136,-402.002111,30.067
65143,gdb_65144,CC1(CC1)C1CC(=O)N1,3.4979,1.08419,0.96167,3.7517,79.61,-0.247,0.0326,0.2796,1281.5419,0.170553,-403.164592,-403.155709,-403.154765,-403.198267,34.079
121240,gdb_121241,CCOC1COC1CC,2.79768,0.90858,0.74312,2.1508,83.32,-0.2433,0.0759,0.3192,1637.935,0.203741,-425.407369,-425.396815,-425.39587,-425.44421,37.219
39093,gdb_39094,C1C2CCC11COCC21,3.32729,1.60837,1.38875,1.6547,80.85,-0.2406,0.0855,0.3261,1004.7553,0.18694,-387.07563,-387.06875,-387.067806,-387.106613,29.043
3770,gdb_3771,CN1N=NNC1=N,4.13176,3.54598,1.9314,1.103,53.19,-0.2165,-0.0138,0.2027,619.9974,0.091175,-352.845678,-352.839014,-352.83807,-352.876901,22.728
16284,gdb_16285,CC1NC2CC12C#N,3.26012,1.80008,1.43285,3.5118,70.43,-0.2367,0.0157,0.2524,905.8003,0.131311,-342.757392,-342.749963,-342.749019,-342.78893,28.093
